Reference_ID,Title,DOI,Alt_DOI,Date,Journal,Author,Citation (Nature style),Publication Title,ISBN,ISSN,Url,Date Added,Access Date,Pages,Issue,Volume,Journal Abbreviation
112,"Meteorological factors are associated with hemorrhagic fever with renal syndrome in Jiaonan County, China, 2006–2011",10.1007/s00484-013-0688-1),10.1007/s00484-013-0688-1,2014,International Journal of Biometeorology,"Lin, Hualiang; Zhang, Zhentang; Lu, Liang; Li, Xiujun; Liu, Qiyong","Lin, H., Zhang, Z., Lu, L., Li, X. & Liu, Q. Meteorological factors are associated with hemorrhagic fever with renal syndrome in Jiaonan County, China, 2006–2011. Int J Biometeorol 58, 1031–1037 (2014).",International Journal of Biometeorology,,"0020-7128, 1432-1254",http://link.springer.com/10.1007/s00484-013-0688-1,6/10/24 13:07,6/10/24 13:07,1031-1037,6,58,Int J Biometeorol
113,Modeling seasonal leptospirosis transmission and its association with rainfall and temperature in Thailand using time–series and ARIMAX analyses,10.1016/S1995-7645(12)60095-9,,2012,Asian Pacific Journal of Tropical Medicine,"Chadsuthi, Sudarat; Modchang, Charin; Lenbury, Yongwimon; Iamsirithaworn, Sopon; Triampo, Wannapong","Chadsuthi, S., Modchang, C., Lenbury, Y., Iamsirithaworn, S. & Triampo, W. Modeling seasonal leptospirosis transmission and its association with rainfall and temperature in Thailand using time–series and ARIMAX analyses. Asian Pacific Journal of Tropical Medicine 5, 539–546 (2012).",Asian Pacific Journal of Tropical Medicine,,19957645,http://linkinghub.elsevier.com/retrieve/pii/S1995764512600959,6/10/24 13:07,6/10/24 13:07,539-546,7,5,Asian Pacific Journal of Tropical Medicine
114,Modeling to Predict Cases of Hantavirus Pulmonary Syndrome in Chile,10.1371/journal.pntd.0002779,,2014,PLOS neglected tropical diseases,"Nsoesie, Elaine O.; Mekaru, Sumiko R.; Ramakrishnan, Naren; Marathe, Madhav V.; Brownstein, John S.","Nsoesie, E. O., Mekaru, S. R., Ramakrishnan, N., Marathe, M. V. & Brownstein, J. S. Modeling to Predict Cases of Hantavirus Pulmonary Syndrome in Chile. PLoS Negl Trop Dis 8, e2779 (2014).",PLoS Neglected Tropical Diseases,,1935-2735,https://dx.plos.org/10.1371/journal.pntd.0002779,6/10/24 13:07,6/10/24 13:07,e2779,4,8,PLoS Negl Trop Dis
117,"Potential Effects of Climatic Parameters on Human Brucellosis in Fars Province, Iran, during 2009-2015",10.30476/ijms.2019.44968,,2018,Iranian Journal of Medical Sciences,"Faramarzi, Hossein; Nasiri, Maryam; Khosravi, Mahmood; Keshavarzi, Abouzar; Rezaei Ardakani, Ahmad Reza","Faramarzi, H., Nasiri, M., Khosravi, M., Keshavarzi, A. & Rezaei Ardakani, A. R. Potential Effects of Climatic Parameters on Human Brucellosis in Fars Province, Iran, during 2009-2015. Iranian Journal of Medical Sciences 44, (2019).",Iranian Journal of Medical Sciences,,,https://doi.org/10.30476/ijms.2019.44968,6/10/24 13:07,6/10/24 13:07,,6,44,Iranian Journal of Medical Sciences
118,Predicting the incidence of brucellosis in Western Iran using Markov switching model,https://doi.org/10.1186/s13104-020-05415-5,,2021,BMC Research Notes,"Mohammadian-Khoshnoud, Maryam; Sadeghifar, Majid; Cheraghi, Zahra; Hosseinkhani, Zahra","Mohammadian-Khoshnoud, M., Sadeghifar, M., Cheraghi, Z. & Hosseinkhani, Z. Predicting the incidence of brucellosis in Western Iran using Markov switching model. BMC Res Notes 14, 79 (2021).",BMC Research Notes,,1756-0500,https://bmcresnotes.biomedcentral.com/articles/10.1186/s13104-020-05415-5,6/10/24 13:07,6/10/24 13:07,79,1,14,BMC Res Notes
119,Predictive Factors and Risk Mapping for Rift Valley Fever Epidemics in Kenya,10.1371/journal.pone.0144570,,2016,PLOS One,"Munyua, Peninah M.; Murithi, R. Mbabu; Ithondeka, Peter; Hightower, Allen; Thumbi, Samuel M.; Anyangu, Samuel A.; Kiplimo, Jusper; Bett, Bernard; Vrieling, Anton; Breiman, Robert F.; Njenga, M. Kariuki","Munyua, P. M. et al. Predictive Factors and Risk Mapping for Rift Valley Fever Epidemics in Kenya. PLoS ONE 11, e0144570 (2016).",PLOS ONE,,1932-6203,https://dx.plos.org/10.1371/journal.pone.0144570,6/10/24 14:50,6/10/24 14:50,e0144570,1,11,PLoS ONE
120,Prevalence of japanese encephalitis and its modulation by weather variables,10.5897/JPHE2013.0597,,2014,Journal of Public Health and Epidemiology,"Srinivasa, Rao Mutheneni; Suryanarayana, Murty Upadhyayula; Arunachalam, Natarajan","Srinivasa, R. M., Suryanarayana, M. U. & Arunachalam, N. Prevalence of japanese encephalitis and its modulation by weather variables. J. Public Health Epidemiol. 6, 52–59 (2014).",Journal of Public Health and Epidemiology,,2141-2316,http://academicjournals.org/journal/JPHE/article-abstract/F1A593842519,6/10/24 13:08,6/10/24 13:08,52-59,1,6,J. Public Health Epidemiol.
121,Rainfall and other meteorological factors as drivers of urban transmission of leptospirosis,https://doi.org/10.1371/journal.pntd.0007507,,2022,PLOS neglected tropical diseases,"Cunha, Marcelo; Costa, Federico; Ribeiro, Guilherme S.; Carvalho, Marilia S.; Reis, Renato B.; Nery Jr, Nivison; Pischel, Lauren; Gouveia, Edilane L.; Santos, Andreia C.; Queiroz, Adriano; Wunder Jr., Elsio A.; Reis, Mitermayer G.; Diggle, Peter J; Ko, Albert I.","Cunha, M. et al. Rainfall and other meteorological factors as drivers of urban transmission of leptospirosis. PLoS Negl Trop Dis 16, e0007507 (2022).",PLOS Neglected Tropical Diseases,,1935-2735,https://dx.plos.org/10.1371/journal.pntd.0007507,6/10/24 13:08,6/10/24 13:08,e0007507,4,16,PLoS Negl Trop Dis
122,Recent increase in prevalence of antibodies to Dobrava-Belgrade virus (DOBV) in yellow-necked mice in northern Italy,10.1017/S0950268814003525,,2015,Epidemiology and Infection,"Rizzoli, A.; Tagliapietra, V.; Rosà, R.; Hauffe, H. C.; Marini, G.; Voutilainen, L.; Sironen, T.; Rossi, C.; Arnoldi, D.; Henttonen, H.","Rizzoli, A. et al. Recent increase in prevalence of antibodies to Dobrava-Belgrade virus (DOBV) in yellow-necked mice in northern Italy. Epidemiol. Infect. 143, 2241–2244 (2015).",Epidemiology and Infection,,"0950-2688, 1469-4409",https://www.cambridge.org/core/product/identifier/S0950268814003525/type/journal_article,6/10/24 13:08,6/10/24 13:08,2241-2244,10,143,Epidemiol. Infect.
123,Regional Impact of Climate on Japanese Encephalitis in Areas Located near the Three Gorges Dam,10.1371/journal.pone.0084326,,2014,PLOS One,"Bai, Yuntao; Xu, Zhiguang; Zhang, Jing; Mao, Deqiang; Luo, Chao; He, Yuanyuan; Liang, Guodong; Lu, Bo; Bisesi, Michael S.; Sun, Qinghua; Xu, Xinyi; Yang, Weizhong; Liu, Qiyong","Bai, Y. et al. Regional Impact of Climate on Japanese Encephalitis in Areas Located near the Three Gorges Dam. PLoS ONE 9, e84326 (2014).",PLoS ONE,,1932-6203,https://dx.plos.org/10.1371/journal.pone.0084326,6/10/24 13:08,6/10/24 13:08,e84326,1,9,PLoS ONE
124,Relating increasing hantavirus incidences to the changing climate: the mast connection,10.1186/1476-072X-8-1,,2009,International Journal of Health Geographics,"Clement, Jan; Vercauteren, Jurgen; Verstraeten, Willem W; Ducoffre, Geneviève; Barrios, José M; Vandamme, Anne-Mieke; Maes, Piet; Van Ranst, Marc","Clement, J. et al. Relating increasing hantavirus incidences to the changing climate: the mast connection. Int J Health Geogr 8, 1 (2009).",International Journal of Health Geographics,,1476-072X,http://ij-healthgeographics.biomedcentral.com/articles/10.1186/1476-072X-8-1,6/10/24 13:08,6/10/24 13:08,1,1,8,Int J Health Geogr
126,"Relationship of meteorological factors and human brucellosis in Hebei province, China",https://doi.org/10.1016/j.scitotenv.2019.135491,,2020,Science of The Total Environment,"Cao, Long-ting; Liu, Hong-hui; Li, Juan; Yin, Xiao-dong; Duan, Yu; Wang, Jing","Cao, L. et al. Relationship of meteorological factors and human brucellosis in Hebei province, China. Science of The Total Environment 703, 135491 (2020).",Science of The Total Environment,,489697,https://linkinghub.elsevier.com/retrieve/pii/S0048969719354853,6/10/24 13:09,6/10/24 13:09,135491,,703,Science of The Total Environment
127,"Risk Factors for Human Infection with Puumala Virus, Southwestern Germany",10.3201/eid1507.081413,,2009,Emerging Infectious Diseases,"Schwarz, Anne Caroline; Ranft, Ulrich; Piechotowski, Isolde; Childs, James E.; Brockmann, Stefan O.","Schwarz, A. C., Ranft, U., Piechotowski, I., Childs, J. E. & Brockmann, S. O. Risk Factors for Human Infection with Puumala Virus, Southwestern Germany. Emerg. Infect. Dis. 15, 1032–1039 (2009).",Emerging Infectious Diseases,,"1080-6040, 1080-6059",http://wwwnc.cdc.gov/eid/article/15/7/08-1413_article.htm,6/10/24 13:09,6/10/24 13:09,1032-1039,7,15,Emerg. Infect. Dis.
128,"Rodent Abundance and Hantavirus Infection in Protected Area, East-Central Argentina",https://doi.org/10.3201/eid2401.171372,,2018,Emerging infectious diseases,"Maroli, Malena; Vadell, María Victoria; Padula, Paula; Villafañe, Isabel E. Gómez","Maroli, M., Vadell, M. V., Padula, P. & Villafañe, I. E. G. Rodent Abundance and Hantavirus Infection in Protected Area, East-Central Argentina. Emerg. Infect. Dis. 24, 131–134 (2018).",Emerging Infectious Diseases,,"1080-6040, 1080-6059",http://wwwnc.cdc.gov/eid/article/24/1/17-1372_article.htm,6/10/24 13:09,6/10/24 13:09,131-134,1,24,Emerg. Infect. Dis.
129,Scrub Typhus Incidence Modeling with Meteorological Factors in South Korea,10.3390/ijerph120707254,,2015,International Journal of Environmental Research and Public Health,"Kwak, Jaewon; Kim, Soojun; Kim, Gilho; Singh, Vijay; Hong, Seungjin; Kim, Hung","Kwak, J. et al. Scrub Typhus Incidence Modeling with Meteorological Factors in South Korea. IJERPH 12, 7254–7273 (2015).",International Journal of Environmental Research and Public Health,,1660-4601,https://www.mdpi.com/1660-4601/12/7/7254,6/10/24 13:09,6/10/24 13:09,7254-7273,7,12,IJERPH
130,Scrub typhus islands in the Taiwan area and the association between scrub typhus disease and forest land use and farmer population density: geographically weighted regression,10.1186/1471-2334-13-191,,2013,BMC Infectious Diseases,"Tsai, Pui-Jen; Yeh, Hsi-Chyi","Tsai, P.-J. & Yeh, H.-C. Scrub typhus islands in the Taiwan area and the association between scrub typhus disease and forest land use and farmer population density: geographically weighted regression. BMC Infect Dis 13, 191 (2013).",BMC Infectious Diseases,,1471-2334,https://bmcinfectdis.biomedcentral.com/articles/10.1186/1471-2334-13-191,6/10/24 13:09,6/10/24 13:09,191,1,13,BMC Infect Dis
131,Seasonal Patterns of Japanese Encephalitis and Associated Meteorological Factors in Taiwan,10.3390/ijerph14111317,,2017,International Journal of Environmental Research and Public Health,"Lin, Che-Liang; Chang, Hsiao-Ling; Lin, Chuan-Yao; Chen, Kow-Tong","Lin, C.-L., Chang, H.-L., Lin, C.-Y. & Chen, K.-T. Seasonal Patterns of Japanese Encephalitis and Associated Meteorological Factors in Taiwan. IJERPH 14, 1317 (2017).",International Journal of Environmental Research and Public Health,,1660-4601,https://www.mdpi.com/1660-4601/14/11/1317,6/10/24 13:10,6/10/24 13:10,1317,11,14,IJERPH
132,Seasonality of Human Leptospirosis in Reunion Island (Indian Ocean) and Its Association with Meteorological Data,10.1371/journal.pone.0020377,,2011,PLOS One,"Desvars, Amélie; Jégo, Sylvaine; Chiroleu, Frédéric; Bourhy, Pascale; Cardinale, Eric; Michault, Alain","Desvars, A. et al. Seasonality of Human Leptospirosis in Reunion Island (Indian Ocean) and Its Association with Meteorological Data. PLoS ONE 6, e20377 (2011).",PLoS ONE,,1932-6203,https://dx.plos.org/10.1371/journal.pone.0020377,6/10/24 13:10,6/10/24 13:10,e20377,5,6,PLoS ONE
133,Seroprevalence and Risk Factors for Brucellosis in Free-Range Goats,https://www.ivis.org/sites/default/files/library/ijvm/71-4/3-seroprevalence.pdf,,2016,Israel Journal of Veterinary Medicine,"Marin, Victor; Mellado, Jesús; García, J.; Gaytán, Leticia; Mellado, Miguel","Marin, V., Mellado, J., García, J., Gaytán, L. & Mellado, M. Seroprevalence and Risk Factors for Brucellosis in Free-Range Goats. Israel Journal of Veterinary Medicine 71, 14–20 (2016).",Israel Journal of Veterinary Medicine,,,,6/10/24 13:34,,14-20,,71,Israel Journal of Veterinary Medicine
134,Socio-demographic and climatic factors as correlates of Mediterranean spotted fever (MSF) in northern Sardinia,https://pubmed.ncbi.nlm.nih.gov/18256437/,PMID: 18256437,2008,American Journal of Tropical Medicine and Hygiene,"Vescio, Maria Fenicia; Piras, Maria Adriana; Ciccozzi, Massimo; Carai, Antonina; Farchi, Francesca; Maroli, Michele; Mura, Maria S.; Rezza, Giovanni; MSF Study Group","Vescio, M. F. et al. Socio-demographic and climatic factors as correlates of Mediterranean spotted fever (MSF) in northern Sardinia. Am J Trop Med Hyg 78, 318–320 (2008).",The American Journal of Tropical Medicine and Hygiene,,0002-9637,,6/10/24 13:35,,318-320,2,78,Am J Trop Med Hyg
135,Space-time analysis of human brucellosis considering environmental factors in Iran,https://doi.org/10.12980/apjtd.7.2017D6-353,,2017,Asian Pacific Journal of Tropical Disease,"Ahmadkhani, Mohsen; Alesheikh, Ali Asghar; Department of Geo-spatial Information System (GIS), K.N.Toosi University of Technology, Tehran, Iran","Ahmadkhani, M., Alesheikh, A. A., & Department of Geo-spatial Information System (GIS), K.N.Toosi University of Technology, Tehran, Iran. Space-time analysis of human brucellosis considering environmental factors in Iran. APJTD 7, 257–265 (2017).",Asian Pacific Journal of Tropical Disease,,22221808,http://oaji.net/articles/2017/3556-1494838742.pdf,6/10/24 13:36,6/10/24 13:36,257-265,5,7,APJTD
136,Spatial analysis of scrub typhus infection and its association with environmental and socioeconomic factors in Taiwan,10.1016/j.actatropica.2011.05.018,,2011,Acta Tropica,"Kuo, Chi-Chien; Huang, Jing-Lun; Ko, Chia-Ying; Lee, Pei-Fen; Wang, Hsi-Chieh","Kuo, C.-C., Huang, J.-L., Ko, C.-Y., Lee, P.-F. & Wang, H.-C. Spatial analysis of scrub typhus infection and its association with environmental and socioeconomic factors in Taiwan. Acta Tropica 120, 52–58 (2011).",Acta Tropica,,0001706X,https://linkinghub.elsevier.com/retrieve/pii/S0001706X11001859,6/10/24 13:36,6/10/24 13:36,52-58,1-Feb,120,Acta Tropica
137,"Spatial distribution and the impact of geographical factors on brucellosis in Chaharmahal and Bakhtiari Province, Iran",http://ijer.skums.ac.ir/article_18768.html,https://ehsj.skums.ac.ir/Article/IJER-1511-1084,2016,International Journal of Epidemiologic Research,,"Spatial distribution and the impact of geographical factors on brucellosis in Chaharmahal and Bakhtiari Province, Iran. Int J Epidemiol Res 3, 98–105 (2016).",Epidemiology and Health System Journal,,2980-7891,https://ehsj.skums.ac.ir/Article/IJER-1511-1084,6/10/24 13:41,6/10/24 13:41,98-105,2,3,Int J Epidemiol Res
138,"Spatial distribution of leptospirosis incidence in the Upper Yangtze and Pearl River Basin, China: Tools to support intervention and elimination",https://doi.org/10.1016/j.scitotenv.2020.138251,,2020,Science of The Total Environment,"Dhewantara, Pandji Wibawa; Zhang, Wenyi; Al Mamun, Abdullah; Yin, Wen-Wu; Ding, Fan; Guo, Danhuai; Hu, Wenbiao; Soares Magalhães, Ricardo J.","Dhewantara, P. W. et al. Spatial distribution of leptospirosis incidence in the Upper Yangtze and Pearl River Basin, China: Tools to support intervention and elimination. Science of The Total Environment 725, 138251 (2020).",Science of The Total Environment,,489697,https://linkinghub.elsevier.com/retrieve/pii/S0048969720317642,6/10/24 13:43,6/10/24 13:43,138251,,725,Science of The Total Environment
139,"Spatial, seasonal and climatic predictive models of Rift Valley fever disease across Africa",http://dx.doi.org/10.1098/rstb.2016.0165,,2017,Philosophical Transaction of the Royal Society B: Biological Sciences,"Redding, David W.; Tiedt, Sonia; Lo Iacono, Gianni; Bett, Bernard; Jones, Kate E.","Redding, D. W., Tiedt, S., Lo Iacono, G., Bett, B. & Jones, K. E. Spatial, seasonal and climatic predictive models of Rift Valley fever disease across Africa. Phil. Trans. R. Soc. B 372, 20160165 (2017).",Philosophical Transactions of the Royal Society B: Biological Sciences,,"0962-8436, 1471-2970",https://royalsocietypublishing.org/doi/10.1098/rstb.2016.0165,6/10/24 13:43,6/10/24 13:43,20160165,1725,372,Phil. Trans. R. Soc. B
140,Spatial-temporal distribution of human brucellosis in mainland China from 2004 to 2017 and an analysis of social and environmental factors,https://doi.org/10.1186/s12199-019-0839-z,,2020,Environmental Health and Preventive Medicine,"Peng, Cheng; Li, Yan-Jun; Huang, De-Sheng; Guan, Peng","Peng, C., Li, Y.-J., Huang, D.-S. & Guan, P. Spatial-temporal distribution of human brucellosis in mainland China from 2004 to 2017 and an analysis of social and environmental factors. Environ Health Prev Med 25, 1 (2020).",Environmental Health and Preventive Medicine,,"1342-078X, 1347-4715",https://environhealthprevmed.biomedcentral.com/articles/10.1186/s12199-019-0839-z,6/10/24 14:50,6/10/24 14:50,1,1,25,Environ Health Prev Med
141,"Spatiotemporal distribution of human brucellosis in Inner Mongolia, China, in 2010–2015, and influencing factors",https://doi.org/10.1038/s41598-021-03723-9,,2021,Scientific Reports,"Liang, Danyan; Liu, Dan; Yang, Min; Wang, Xuemei; Li, Yunpeng; Guo, Weidong; Du, Maolin; Wang, Wenrui; Xue, Mingming; Wu, Jing; Cui, Buyun; Yin, Shaohua; Wang, Ruiqi; Li, Shiyuan","Liang, D. et al. Spatiotemporal distribution of human brucellosis in Inner Mongolia, China, in 2010–2015, and influencing factors. Sci Rep 11, 24213 (2021).",Scientific Reports,,2045-2322,https://www.nature.com/articles/s41598-021-03723-9,6/10/24 13:44,6/10/24 13:44,24213,1,11,Sci Rep
142,"Spatiotemporal Dynamics of Scrub Typhus Transmission in Mainland China, 2006-2014",10.1371/journal.pntd.0004875,,2016,PLOS neglected tropical diseases,"Wu, Yi-Cheng; Qian, Quan; Soares Magalhaes, Ricardo J.; Han, Zhi-Hai; Hu, Wen-Biao; Haque, Ubydul; Weppelmann, Thomas A.; Wang, Yong; Liu, Yun-Xi; Li, Xin-Lou; Sun, Hai-Long; Sun, Yan-Song; Clements, Archie C. A.; Li, Shen-Long; Zhang, Wen-Yi","Wu, Y.-C. et al. Spatiotemporal Dynamics of Scrub Typhus Transmission in Mainland China, 2006-2014. PLoS Negl Trop Dis 10, e0004875 (2016).",PLOS Neglected Tropical Diseases,,1935-2735,https://dx.plos.org/10.1371/journal.pntd.0004875,6/10/24 13:44,6/10/24 13:44,e0004875,8,10,PLoS Negl Trop Dis
143,Spatio-temporal epidemiology of animal and human rabies in northern South Africa between 1998 and 2017,https://doi.org/10.1371/journal.pntd.0010464,,2022,PLOS neglected tropical diseases,"Mogano, Kgaogelo; Suzuki, Toru; Mohale, Debrah; Phahladira, Baby; Ngoepe, Ernest; Kamata, Yusuke; Chirima, George; Sabeta, Claude; Makita, Kohei","Mogano, K. et al. Spatio-temporal epidemiology of animal and human rabies in northern South Africa between 1998 and 2017. PLoS Negl Trop Dis 16, e0010464 (2022).",PLOS Neglected Tropical Diseases,,1935-2735,https://dx.plos.org/10.1371/journal.pntd.0010464,6/10/24 13:44,6/10/24 13:44,e0010464,7,16,PLoS Negl Trop Dis
144,Spatiotemporal Heterogeneity Analysis of Hemorrhagic Fever with Renal Syndrome in China Using Geographically Weighted Regression Models,10.3390/ijerph111212129,,2014,International Journal of Environmental Research and Public Health,"Li, Shujuan; Ren, Hongyan; Hu, Wensheng; Lu, Liang; Xu, Xinliang; Zhuang, Dafang; Liu, Qiyong","Li, S. et al. Spatiotemporal Heterogeneity Analysis of Hemorrhagic Fever with Renal Syndrome in China Using Geographically Weighted Regression Models. IJERPH 11, 12129–12147 (2014).",International Journal of Environmental Research and Public Health,,1660-4601,https://www.mdpi.com/1660-4601/11/12/12129,6/10/24 13:44,6/10/24 13:44,12129-12147,12,11,IJERPH
145,"Spatiotemporal expansion of human brucellosis in Shaanxi Province, Northwestern China and model for risk prediction",10.7717/peerj.10113,,2020,PeerJ,"Yang, Zurong; Pang, Miaomiao; Zhou, Qingyang; Song, Shuxuan; Liang, Weifeng; Chen, Junjiang; Guo, Tianci; Shao, Zhongjun; Liu, Kun","Yang, Z. et al. Spatiotemporal expansion of human brucellosis in Shaanxi Province, Northwestern China and model for risk prediction. PeerJ 8, e10113 (2020).",PeerJ,,2167-8359,https://peerj.com/articles/10113,6/10/24 13:44,6/10/24 13:44,e10113,,8,
146,Spatio-Temporal Pattern and Influencing Factors of Hemorrhagic Fever with Renal Syndrome (HFRS) in Hubei Province (China) between 2005 and 2014,10.1371/journal.pone.0167836,,2016,PLOS One,"Ge, Liang; Zhao, Youlin; Zhou, Kui; Mu, Xiangming; Yu, Haibo; Wang, Yongfeng; Wang, Ning; Fan, Hong; Guo, Liqiang; Huo, XiXiang","Ge, L. et al. Spatio-Temporal Pattern and Influencing Factors of Hemorrhagic Fever with Renal Syndrome (HFRS) in Hubei Province (China) between 2005 and 2014. PLoS ONE 11, e0167836 (2016).",PLOS ONE,,1932-6203,https://dx.plos.org/10.1371/journal.pone.0167836,6/10/24 13:44,6/10/24 13:44,e0167836,12,11,PLoS ONE
147,"Spatiotemporal Trends and Climatic Factors of Hemorrhagic Fever with Renal Syndrome Epidemic in Shandong Province, China",10.1371/journal.pntd.0000789,,2010,PLOS neglected tropical diseases,"Fang, Li-Qun; Wang, Xian-Jun; Liang, Song; Li, Yan-Li; Song, Shao-Xia; Zhang, Wen-Yi; Qian, Quan; Li, Ya-Pin; Wei, Lan; Wang, Zhi-Qiang; Yang, Hong; Cao, Wu-Chun","Fang, L.-Q. et al. Spatiotemporal Trends and Climatic Factors of Hemorrhagic Fever with Renal Syndrome Epidemic in Shandong Province, China. PLoS Negl Trop Dis 4, e789 (2010).",PLoS Neglected Tropical Diseases,,1935-2735,https://dx.plos.org/10.1371/journal.pntd.0000789,6/10/24 13:45,6/10/24 13:45,e789,8,4,PLoS Negl Trop Dis
150,Temporal pattern and risk factors for occurrence of Canine Rabies in Chennai,https://doi.org/10.1016/j.cimid.2022.101903,,2022,"Comparative Immunology, Microbiology and Infectious Diseases","Naveenkumar, Viswanathan; Bharathi, Mangalanathan Vijaya; Kannan, Porteen; Selvaraju, Ganapathy; Vijayarani, K.; Kharkwal, Priyanka; Chanda, Mohammed Mudassar","Naveenkumar, V. et al. Temporal pattern and risk factors for occurrence of Canine Rabies in Chennai. Comparative Immunology, Microbiology and Infectious Diseases 90–91, 101903 (2022).","Comparative Immunology, Microbiology and Infectious Diseases",,1479571,https://linkinghub.elsevier.com/retrieve/pii/S0147957122001606,6/10/24 14:52,6/10/24 14:52,101903,,90-91,"Comparative Immunology, Microbiology and Infectious Diseases"
151,"Temporal trend and climate factors of hemorrhagic fever with renal syndrome epidemic in Shenyang City, China",10.1186/1471-2334-11-331,,2011,BMC Infectious Diseases,"Liu, Xiaodong; Jiang, Baofa; Gu, Weidong; Liu, Qiyong","Liu, X., Jiang, B., Gu, W. & Liu, Q. Temporal trend and climate factors of hemorrhagic fever with renal syndrome epidemic in Shenyang City, China. BMC Infect Dis 11, 331 (2011).",BMC Infectious Diseases,,1471-2334,https://bmcinfectdis.biomedcentral.com/articles/10.1186/1471-2334-11-331,6/10/24 13:45,6/10/24 13:45,331,1,11,BMC Infect Dis
152,The association between rainfall and seropositivity to Leptospira in outdoor reared pigs,10.1016/j.tvjl.2011.11.013,,2011,Vetinary Journal,"Boqvist, Sofia; Eliasson-Selling, Lena; Bergström, Karin; Magnusson, Ulf","Boqvist, S., Eliasson-Selling, L., Bergström, K. & Magnusson, U. The association between rainfall and seropositivity to Leptospira in outdoor reared pigs. The Veterinary Journal 193, 135–139 (2012).",The Veterinary Journal,,10900233,https://linkinghub.elsevier.com/retrieve/pii/S109002331100462X,6/10/24 14:51,6/10/24 14:51,135-139,1,193,The Veterinary Journal
153,The Ecology of Nipah Virus in Bangladesh: A Nexus of Land-Use Change and Opportunistic Feeding Behavior in Bats,https://doi.org/10.3390/v13020169,,2021,MDPI Viruses,"McKee, Clifton D.; Islam, Ausraful; Luby, Stephen P.; Salje, Henrik; Hudson, Peter J.; Plowright, Raina K.; Gurley, Emily S.","McKee, C. D. et al. The Ecology of Nipah Virus in Bangladesh: A Nexus of Land-Use Change and Opportunistic Feeding Behavior in Bats. Viruses 13, 169 (2021).",Viruses,,1999-4915,https://www.mdpi.com/1999-4915/13/2/169,6/10/24 13:45,6/10/24 13:45,169,2,13,Viruses
154,"The effect of climate variables on the incidence of Crimean Congo Hemorrhagic Fever (CCHF) in Zahedan, Iran",https://doi.org/10.1186/s12889-020-09989-4,,2020,BMC Public Health,"Nili, Sairan; Khanjani, Narges; Jahani, Yunes; Bakhtiari, Bahram","Nili, S., Khanjani, N., Jahani, Y. & Bakhtiari, B. The effect of climate variables on the incidence of Crimean Congo Hemorrhagic Fever (CCHF) in Zahedan, Iran. BMC Public Health 20, 1893 (2020).",BMC Public Health,,1471-2458,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-020-09989-4,6/10/24 13:45,6/10/24 13:45,1893,1,20,BMC Public Health
155,The Effect of Precipitation on the Transmission of Japanese Encephalitis (JE) Virus in Nature: A Complex Effect on Antibody-Positive Rate to JE Virus in Sentinel Pigs,10.3390/ijerph10051831,,2013,International Journal of Environmental Research and Public Health,"Kurane, Ichiro; Shibasaki, Ken-ichi; Kotaki, Akira; Hijioka, Yasuaki; Takasaki, Tomohiko","Kurane, I., Shibasaki, K., Kotaki, A., Hijioka, Y. & Takasaki, T. The Effect of Precipitation on the Transmission of Japanese Encephalitis (JE) Virus in Nature: A Complex Effect on Antibody-Positive Rate to JE Virus in Sentinel Pigs. IJERPH 10, 1831–1844 (2013).",International Journal of Environmental Research and Public Health,,1660-4601,https://www.mdpi.com/1660-4601/10/5/1831,6/10/24 14:51,6/10/24 14:51,1831-1844,5,10,IJERPH
156,The effect of seasonal variation on anthrax epidemiology in the upper Zambezi floodplain of western Zambia,http://dx.doi.org/10.4142/jvs.2012.13.3.293,,2012,Journal of Vetinary Science,"Munang'andu, Hetron Mweemba; Banda, Fredrick; Siamudaala, Victor Mukulule; Munyeme, Musso; Kasanga, Christopher Jacob; Hamududu, Byman","Munang’andu, H. M. et al. The effect of seasonal variation on anthrax epidemiology in the upper Zambezi floodplain of western Zambia. J Vet Sci 13, 293 (2012).",Journal of Veterinary Science,,"1229-845X, 1976-555X",https://vetsci.org/DOIx.php?id=10.4142/jvs.2012.13.3.293,6/10/24 14:51,6/10/24 14:51,293,3,13,J Vet Sci
158,The estimated burden of scrub typhus in Thailand from national surveillance data (2003-2018),https://doi.org/10.1371/journal.pntd.0008233,,2020,PLOS neglected tropical diseases,"Wangrangsimakul, Tri; Elliott, Ivo; Nedsuwan, Supalert; Kumlert, Rawadee; Hinjoy, Soawapak; Chaisiri, Kittipong; Day, Nicholas P. J.; Morand, Serge","Wangrangsimakul, T. et al. The estimated burden of scrub typhus in Thailand from national surveillance data (2003-2018). PLoS Negl Trop Dis 14, e0008233 (2020).",PLOS Neglected Tropical Diseases,,1935-2735,https://dx.plos.org/10.1371/journal.pntd.0008233,6/10/24 14:29,6/10/24 14:29,e0008233,4,14,PLoS Negl Trop Dis
