"row_unique","Reference_ID","Data_ID","Environmental_condition","General_response","Response","Specific_response","Environmental_metric","General_Disease","Disease","Pathogen","Transmission","Transmission_type","Pathogen_genus","vector","Principal_reservoir","Specific_scale","General_Stats_Method","Statistical_method","N.value","temp_altered","Type","Linear_Nonlinear","R.squared","Value","Lower","Upper","Error","Std._error","P.value_general","P.value_specific","Direction","Direction_statement","DOI","Continent","Country","Location","Latitude_","Longitude","Study_period","Date_published","Dummy","lag_period_months","Notes","Journal","Journal_5yr_Impact","measure","n_method","es","se","weight","sample.size","var","ci.lo","ci.hi","X","Y","bio1.1981.2010","bio12.1981.2010","bio1.2041.2070.gfdl.ssp126","bio12.2041.2070.gfdl.ssp126","bio1.2041.2070.gfdl.ssp370","bio12.2041.2070.gfdl.ssp370","bio1.2041.2070.gfdl.ssp585","bio12.2041.2070.gfdl.ssp585","bio1.2041.2070.ipsl.ssp126","bio12.2041.2070.ipsl.ssp126","bio1.2041.2070.ipsl.ssp370","bio12.2041.2070.ipsl.ssp370","bio1.2041.2070.ipsl.ssp585","bio12.2041.2070.ipsl.ssp585","bio1.2041.2070.mpi.ssp126","bio12.2041.2070.mpi.ssp126","bio1.2041.2070.mpi.ssp370","bio12.2041.2070.mpi.ssp370","bio1.2041.2070.mpi.ssp585","bio12.2041.2070.mpi.ssp585","bio1.2041.2070.mri.ssp126","bio12.2041.2070.mri.ssp126","bio1.2041.2070.mri.ssp370","bio12.2041.2070.mri.ssp370","bio1.2041.2070.mri.ssp585","bio12.2041.2070.mri.ssp585","bio1.2041.2070.ukesm1.ssp126","bio12.2041.2070.ukesm1.ssp126","bio1.2041.2070.ukesm1.ssp370","bio12.2041.2070.ukesm1.ssp370","bio1.2041.2070.ukesm1.ssp585","bio12.2041.2070.ukesm1.ssp585","bio1.diff.gfdl.ssp126","bio1.diff.gfdl.ssp370","bio1.diff.gfdl.ssp585","bio1.diff.ipsl.ssp126","bio1.diff.ipsl.ssp370","bio1.diff.ipsl.ssp585","bio1.diff.mpi.ssp126","bio1.diff.mpi.ssp370","bio1.diff.mpi.ssp585","bio1.diff.mri.ssp126","bio1.diff.mri.ssp370","bio1.diff.mri.ssp585","bio1.diff.ukesm1.ssp126","bio1.diff.ukesm1.ssp370","bio1.diff.ukesm1.ssp585","bio12.diff.gfdl.ssp126","bio12.diff.gfdl.ssp370","bio12.diff.gfdl.ssp585","bio12.diff.ipsl.ssp126","bio12.diff.ipsl.ssp370","bio12.diff.ipsl.ssp585","bio12.diff.mpi.ssp126","bio12.diff.mpi.ssp370","bio12.diff.mpi.ssp585","bio12.diff.mri.ssp126","bio12.diff.mri.ssp370","bio12.diff.mri.ssp585","bio12.diff.ukesm1.ssp126","bio12.diff.ukesm1.ssp370","bio12.diff.ukesm1.ssp585","bio1.positive.prop","bio1.negative.prop","bio12.positive.prop","bio12.negative.prop","bio1.greater_than_2","bio1.greater_than_15","bio1.greater_than_1","bio1.greater_than_05","bio1.less_than_05","bio1.less_than_1","bio1.less_than_15","bio1.less_than_2","bio12.greater_than_100","bio12.greater_than_50","bio12.greater_than_25","bio12.less_than_minus_100","bio12.less_than_minus_50","bio12.less_than_minus_25","bio12.between_minus_50_and_50","bio12.between_minus_100_and_100","bio12.between_minus_25_and_25","bio1_most_frequent_2","bio1_most_frequent_15","bio1_most_frequent_1","bio1_most_frequent_05","bio12_most_frequent_100cat","bio12_most_frequent_50cat","bio12_most_frequent_25cat","es_cat"
"R829","267","X1080","Temperature","Human disease incidence","Incidence","Weekly WNF cases","Mean weekly temperature anomaly (Â°C), lag 3 weeks","Arboviral diseases","West Nile Virus","Virus","ZVB","Vectored","Flavivirus","Mosquito","Birds","1","GL(M)M","Multinomial logistic regression",32,"0","Odds ratio","Linear",NA,1.85,NA,NA,NA,NA,"<0.01","1.6999999999999999E-3","increase","Results (Table 2)","10.1371/journal.pone.0056398","Europe","Romania","ConstanÈa","44.18",28.65,"2010",2013,1,0.75,"Est. treated as odds ratio (table 'est.'); Weekly MarâOct 2010; Nâ35âlag; station/city centroid coords; SidÃ¡k Î±=0.01021.","PLoS ONE",NA,"new",NA,0.33061912428538,0.105353753885378,NA,32,0.0110994134577408,0.124125766670039,0.537112481900721,28.65,44.18,12.45,444.6,14.45,458.5,15.05,434.9,15.2500000000001,428.4,14.55,430.5,15.45,418.4,16.05,408.2,14.15,430.8,14.7500000000001,427,15.15,430.4,14.35,447.2,15.15,431.2,15.35,455.6,15.2500000000001,455.7,16.35,440.7,17.2500000000001,433.2,2,2.6,2.8000000000001,2.1,3,3.6,1.7,2.3000000000001,2.7,1.9,2.7,2.9,2.8000000000001,3.9,4.8000000000001,13.9,-9.70000000000005,-16.2,-14.1,-26.2,-36.4,-13.8,-17.6,-14.2,2.59999999999997,-13.4,11,11.1,-3.90000000000003,-11.4,15,0,4,11,12,15,15,15,0,0,0,3,0,0,0,0,0,2,15,15,13,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","-25 < bio12 < 25","Positive effect (g > 0.2)"
"R830","267","X1081","Temperature","Human disease incidence","Incidence","Weekly WNF cases","Mean weekly temperature anomaly (Â°C), lag 4 weeks","Arboviral diseases","West Nile Virus","Virus","ZVB","Vectored","Flavivirus","Mosquito","Birds","1","GL(M)M","Multinomial logistic regression",31,"0","Odds ratio","Linear",NA,1.03,NA,NA,NA,NA,"<0.05","0.03","increase","Results (Table 2)","10.1371/journal.pone.0056398","Europe","Romania","ConstanÈa","44.18",28.65,"2010",2013,1,1,"Est. treated as odds ratio (table 'est.'); Weekly MarâOct 2010; Nâ35âlag; station/city centroid coords; SidÃ¡k Î±=0.01021.","PLoS ONE",NA,"new",NA,0.0158714925257396,0.00731374724743284,NA,31,5.34908987993315e-05,0.0015365479207712,0.0302064371307079,28.65,44.18,12.45,444.6,14.45,458.5,15.05,434.9,15.2500000000001,428.4,14.55,430.5,15.45,418.4,16.05,408.2,14.15,430.8,14.7500000000001,427,15.15,430.4,14.35,447.2,15.15,431.2,15.35,455.6,15.2500000000001,455.7,16.35,440.7,17.2500000000001,433.2,2,2.6,2.8000000000001,2.1,3,3.6,1.7,2.3000000000001,2.7,1.9,2.7,2.9,2.8000000000001,3.9,4.8000000000001,13.9,-9.70000000000005,-16.2,-14.1,-26.2,-36.4,-13.8,-17.6,-14.2,2.59999999999997,-13.4,11,11.1,-3.90000000000003,-11.4,15,0,4,11,12,15,15,15,0,0,0,3,0,0,0,0,0,2,15,15,13,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","-25 < bio12 < 25","No effect"
"R831","267","X1082","Temperature","Human disease incidence","Incidence","Weekly WNF cases","Mean weekly temperature anomaly (Â°C), lag 4 weeks","Arboviral diseases","West Nile Virus","Virus","ZVB","Vectored","Flavivirus","Mosquito","Birds","1","GL(M)M","Multinomial logistic regression",31,"0","Odds ratio","Linear",NA,2.84,NA,NA,NA,NA,"<0.001","<0.0001","increase","Results (Table 2)","10.1371/journal.pone.0056398","Europe","Russia","Volgograd","48.71",44.51,"2010",2013,1,1,"Est. treated as odds ratio (table 'est.'); Weekly MarâOct 2010; Nâ35âlag; station/city centroid coords; SidÃ¡k Î±=0.01021.","PLoS ONE",NA,"new",NA,0.560466830726923,0.170327390251228,NA,31,0.0290114198697941,0.226625145834516,0.89430851561933,44.51,48.71,8.75000000000006,386.3,10.85,390.1,11.55,393.7,12.05,372.5,11.45,383.4,12.65,372.3,13.05,384.8,10.35,392.9,11.35,382.7,11.35,380,10.7500000000001,397.9,11.55,391,11.55,401.3,12.45,405.7,13.35,397.9,14.35,397.4,2.09999999999994,2.79999999999994,3.29999999999994,2.69999999999994,3.89999999999994,4.29999999999994,1.59999999999994,2.59999999999994,2.59999999999994,2.00000000000004,2.79999999999994,2.79999999999994,3.69999999999994,4.59999999999994,5.59999999999994,3.80000000000001,7.39999999999998,-13.8,-2.90000000000003,-14,-1.5,6.59999999999997,-3.60000000000002,-6.30000000000001,11.6,4.69999999999999,15,19.4,11.6,11.1,15,0,9,6,14,15,15,15,0,0,0,1,0,0,0,0,0,0,15,15,15,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","-25 < bio12 < 25","Positive effect (g > 0.2)"
"R832","268","X1083","Precipitation","Human disease incidence","Incidence","Log relative rate of total WNV cases","Standardized monthly total precipitation anomaly z (January) NLDAS 1981â2010","Arboviral diseases","West Nile Virus","Virus","ZVB","Vectored","Flavivirus","Mosquito","Birds","1","Other","Partial least squares (PLS) regression",387,"0","Beta coefficient","Linear",NA,-0.08069,-0.09913,-0.06115,"Std. error",NA,NA,NA,"decrease","Results","10.4269/ajtmh.14-0239","North America","United States","Northern Great Plains Minnesota;Nebraska;North Dakota;South Dakota","45.05",-98.82,"2004â2012",2014,1,NA,"Coefficients digitised from Figure 4; months are calendar months relative to annual total cases; standardized z-scores per month; centroid approximated; SE bounds from figure.","American Journal of Tropical Medicine and Hygiene",NA,"new",NA,-0.847233361917361,0.11065883459744,NA,387,0.0122453776744637,-1.06412467772834,-0.630342046106378,-98.82,45.05,7.55000000000001,547,9.45000000000005,594.4,10.35,548.8,10.35,595.6,10.05,545,11.05,559.6,11.7500000000001,532.6,9.15000000000003,549.1,10.35,532.4,10.2500000000001,559.8,9.75000000000006,590.2,10.15,570.8,10.7500000000001,573.9,11.35,533.3,12.55,516.9,13.45,523.9,1.90000000000004,2.79999999999999,2.79999999999999,2.49999999999999,3.49999999999999,4.20000000000009,1.60000000000002,2.79999999999999,2.70000000000009,2.20000000000005,2.59999999999999,3.20000000000009,3.79999999999999,4.99999999999999,5.89999999999999,47.4,1.79999999999995,48.6,-2,12.6,-14.4,2.10000000000002,-14.6,12.8,43.2,23.8,26.9,-13.7,-30.1,-23.1,15,0,9,6,13,15,15,15,0,0,0,2,0,0,4,0,0,1,15,15,10,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","-25 < bio12 < 25","Negative effect (g < -0.2)"
"R833","268","X1084","Precipitation","Human disease incidence","Incidence","Log relative rate of total WNV cases","Standardized monthly total precipitation anomaly z (March) NLDAS 1981â2010","Arboviral diseases","West Nile Virus","Virus","ZVB","Vectored","Flavivirus","Mosquito","Birds","1","Other","Partial least squares (PLS) regression",387,"0","Beta coefficient","Linear",NA,0.0951,0.07773,0.11137,"Std. error",NA,NA,NA,"increase","Results","10.4269/ajtmh.14-0239","North America","United States","Northern Great Plains Minnesota;Nebraska;North Dakota;South Dakota","45.05",-98.82,"2004â2012",2014,1,NA,"Coefficients digitised from Figure 4; months are calendar months relative to annual total cases; standardized z-scores per month; centroid approximated; SE bounds from figure.","American Journal of Tropical Medicine and Hygiene",NA,"new",NA,1.12736052463178,0.116986493276938,NA,387,0.0136858396092352,0.898066997808981,1.35665405145458,-98.82,45.05,7.55000000000001,547,9.45000000000005,594.4,10.35,548.8,10.35,595.6,10.05,545,11.05,559.6,11.7500000000001,532.6,9.15000000000003,549.1,10.35,532.4,10.2500000000001,559.8,9.75000000000006,590.2,10.15,570.8,10.7500000000001,573.9,11.35,533.3,12.55,516.9,13.45,523.9,1.90000000000004,2.79999999999999,2.79999999999999,2.49999999999999,3.49999999999999,4.20000000000009,1.60000000000002,2.79999999999999,2.70000000000009,2.20000000000005,2.59999999999999,3.20000000000009,3.79999999999999,4.99999999999999,5.89999999999999,47.4,1.79999999999995,48.6,-2,12.6,-14.4,2.10000000000002,-14.6,12.8,43.2,23.8,26.9,-13.7,-30.1,-23.1,15,0,9,6,13,15,15,15,0,0,0,2,0,0,4,0,0,1,15,15,10,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","-25 < bio12 < 25","Positive effect (g > 0.2)"
"R834","268","X1085","Precipitation","Human disease incidence","Incidence","Log relative rate of total WNV cases","Standardized monthly total precipitation anomaly z (July) NLDAS 1981â2010","Arboviral diseases","West Nile Virus","Virus","ZVB","Vectored","Flavivirus","Mosquito","Birds","1","Other","Partial least squares (PLS) regression",387,"0","Beta coefficient","Linear",NA,-0.11215,-0.1306,-0.09479,"Std. error",NA,NA,NA,"decrease","Results","10.4269/ajtmh.14-0239","North America","United States","Northern Great Plains Minnesota;Nebraska;North Dakota;South Dakota","45.05",-98.82,"2004â2012",2014,1,NA,"Coefficients digitised from Figure 4; months are calendar months relative to annual total cases; standardized z-scores per month; centroid approximated; SE bounds from figure.","American Journal of Tropical Medicine and Hygiene",NA,"new",NA,-1.24891606115227,0.120158445583022,NA,387,0.014438052044928,-1.484426614495,-1.01340550780955,-98.82,45.05,7.55000000000001,547,9.45000000000005,594.4,10.35,548.8,10.35,595.6,10.05,545,11.05,559.6,11.7500000000001,532.6,9.15000000000003,549.1,10.35,532.4,10.2500000000001,559.8,9.75000000000006,590.2,10.15,570.8,10.7500000000001,573.9,11.35,533.3,12.55,516.9,13.45,523.9,1.90000000000004,2.79999999999999,2.79999999999999,2.49999999999999,3.49999999999999,4.20000000000009,1.60000000000002,2.79999999999999,2.70000000000009,2.20000000000005,2.59999999999999,3.20000000000009,3.79999999999999,4.99999999999999,5.89999999999999,47.4,1.79999999999995,48.6,-2,12.6,-14.4,2.10000000000002,-14.6,12.8,43.2,23.8,26.9,-13.7,-30.1,-23.1,15,0,9,6,13,15,15,15,0,0,0,2,0,0,4,0,0,1,15,15,10,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","-25 < bio12 < 25","Negative effect (g < -0.2)"
"R835","268","X1086","Precipitation","Human disease incidence","Incidence","Log relative rate of total WNV cases","Standardized monthly total precipitation anomaly z (August) NLDAS 1981â2010","Arboviral diseases","West Nile Virus","Virus","ZVB","Vectored","Flavivirus","Mosquito","Birds","1","Other","Partial least squares (PLS) regression",387,"0","Beta coefficient","Linear",NA,0.07665,0.04627,0.10812,"Std. error",NA,NA,NA,"increase","Results","10.4269/ajtmh.14-0239","North America","United States","Northern Great Plains Minnesota;Nebraska;North Dakota;South Dakota","45.05",-98.82,"2004â2012",2014,1,NA,"Coefficients digitised from Figure 4; months are calendar months relative to annual total cases; standardized z-scores per month; centroid approximated; SE bounds from figure.","American Journal of Tropical Medicine and Hygiene",NA,"new",NA,0.494209112634906,0.104938763200403,NA,387,0.0110121440220303,0.288529136762115,0.699889088507696,-98.82,45.05,7.55000000000001,547,9.45000000000005,594.4,10.35,548.8,10.35,595.6,10.05,545,11.05,559.6,11.7500000000001,532.6,9.15000000000003,549.1,10.35,532.4,10.2500000000001,559.8,9.75000000000006,590.2,10.15,570.8,10.7500000000001,573.9,11.35,533.3,12.55,516.9,13.45,523.9,1.90000000000004,2.79999999999999,2.79999999999999,2.49999999999999,3.49999999999999,4.20000000000009,1.60000000000002,2.79999999999999,2.70000000000009,2.20000000000005,2.59999999999999,3.20000000000009,3.79999999999999,4.99999999999999,5.89999999999999,47.4,1.79999999999995,48.6,-2,12.6,-14.4,2.10000000000002,-14.6,12.8,43.2,23.8,26.9,-13.7,-30.1,-23.1,15,0,9,6,13,15,15,15,0,0,0,2,0,0,4,0,0,1,15,15,10,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","-25 < bio12 < 25","Positive effect (g > 0.2)"
"R836","268","X1087","Temperature","Human disease incidence","Incidence","Log relative rate of total WNV cases","Standardized monthly mean temperature anomaly z (January) NLDAS 1981â2010","Arboviral diseases","West Nile Virus","Virus","ZVB","Vectored","Flavivirus","Mosquito","Birds","1","Other","Partial least squares (PLS) regression",387,"0","Beta coefficient","Linear",NA,0.07665,0.06037,0.09184,"Std. error",NA,NA,NA,"increase","Results","10.4269/ajtmh.14-0239","North America","United States","Northern Great Plains Minnesota;Nebraska;North Dakota;South Dakota","45.05",-98.82,"2004â2012",2014,1,NA,"Coefficients digitised from Figure 4; months are calendar months relative to annual total cases; standardized z-scores per month; centroid approximated; SE bounds from figure.","American Journal of Tropical Medicine and Hygiene",NA,"new",NA,0.971300718667585,0.113282530090841,NA,387,0.0128329316237824,0.749266959689536,1.19333447764563,-98.82,45.05,7.55000000000001,547,9.45000000000005,594.4,10.35,548.8,10.35,595.6,10.05,545,11.05,559.6,11.7500000000001,532.6,9.15000000000003,549.1,10.35,532.4,10.2500000000001,559.8,9.75000000000006,590.2,10.15,570.8,10.7500000000001,573.9,11.35,533.3,12.55,516.9,13.45,523.9,1.90000000000004,2.79999999999999,2.79999999999999,2.49999999999999,3.49999999999999,4.20000000000009,1.60000000000002,2.79999999999999,2.70000000000009,2.20000000000005,2.59999999999999,3.20000000000009,3.79999999999999,4.99999999999999,5.89999999999999,47.4,1.79999999999995,48.6,-2,12.6,-14.4,2.10000000000002,-14.6,12.8,43.2,23.8,26.9,-13.7,-30.1,-23.1,15,0,9,6,13,15,15,15,0,0,0,2,0,0,4,0,0,1,15,15,10,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","-25 < bio12 < 25","Positive effect (g > 0.2)"
"R837","268","X1088","Temperature","Human disease incidence","Incidence","Log relative rate of total WNV cases","Standardized monthly mean temperature anomaly z (December) NLDAS 1981â2010","Arboviral diseases","West Nile Virus","Virus","ZVB","Vectored","Flavivirus","Mosquito","Birds","1","Other","Partial least squares (PLS) regression",387,"0","Beta coefficient","Linear",NA,0.19219,0.17188,0.21406,"Std. error",NA,NA,NA,"increase","Results","10.4269/ajtmh.14-0239","North America","United States","Northern Great Plains Minnesota;Nebraska;North Dakota;South Dakota","45.05",-98.82,"2004â2012",2014,1,NA,"Coefficients digitised from Figure 4; months are calendar months relative to annual total cases; standardized z-scores per month; centroid approximated; SE bounds from figure.","American Journal of Tropical Medicine and Hygiene",NA,"new",NA,1.81703170450783,0.13774622719269,NA,387,0.01897402310582,1.54704909921016,2.08701430980551,-98.82,45.05,7.55000000000001,547,9.45000000000005,594.4,10.35,548.8,10.35,595.6,10.05,545,11.05,559.6,11.7500000000001,532.6,9.15000000000003,549.1,10.35,532.4,10.2500000000001,559.8,9.75000000000006,590.2,10.15,570.8,10.7500000000001,573.9,11.35,533.3,12.55,516.9,13.45,523.9,1.90000000000004,2.79999999999999,2.79999999999999,2.49999999999999,3.49999999999999,4.20000000000009,1.60000000000002,2.79999999999999,2.70000000000009,2.20000000000005,2.59999999999999,3.20000000000009,3.79999999999999,4.99999999999999,5.89999999999999,47.4,1.79999999999995,48.6,-2,12.6,-14.4,2.10000000000002,-14.6,12.8,43.2,23.8,26.9,-13.7,-30.1,-23.1,15,0,9,6,13,15,15,15,0,0,0,2,0,0,4,0,0,1,15,15,10,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","-25 < bio12 < 25","Positive effect (g > 0.2)"
"R838","268","X1089","Temperature","Human disease incidence","Incidence","Log relative rate of total WNV cases","Standardized monthly mean temperature anomaly z (May) NLDAS 1981â2010","Arboviral diseases","West Nile Virus","Virus","ZVB","Vectored","Flavivirus","Mosquito","Birds","1","Other","Partial least squares (PLS) regression",387,"0","Beta coefficient","Linear",NA,0.1375,0.12005,0.15586,"Std. error",NA,NA,NA,"increase","Results","10.4269/ajtmh.14-0239","North America","United States","Northern Great Plains Minnesota;Nebraska;North Dakota;South Dakota","45.05",-98.82,"2004â2012",2014,1,NA,"Coefficients digitised from Figure 4; months are calendar months relative to annual total cases; standardized z-scores per month; centroid approximated; SE bounds from figure.","American Journal of Tropical Medicine and Hygiene",NA,"new",NA,1.53121674907211,0.128381809602005,NA,387,0.0164818890366855,1.27958840225218,1.78284509589204,-98.82,45.05,7.55000000000001,547,9.45000000000005,594.4,10.35,548.8,10.35,595.6,10.05,545,11.05,559.6,11.7500000000001,532.6,9.15000000000003,549.1,10.35,532.4,10.2500000000001,559.8,9.75000000000006,590.2,10.15,570.8,10.7500000000001,573.9,11.35,533.3,12.55,516.9,13.45,523.9,1.90000000000004,2.79999999999999,2.79999999999999,2.49999999999999,3.49999999999999,4.20000000000009,1.60000000000002,2.79999999999999,2.70000000000009,2.20000000000005,2.59999999999999,3.20000000000009,3.79999999999999,4.99999999999999,5.89999999999999,47.4,1.79999999999995,48.6,-2,12.6,-14.4,2.10000000000002,-14.6,12.8,43.2,23.8,26.9,-13.7,-30.1,-23.1,15,0,9,6,13,15,15,15,0,0,0,2,0,0,4,0,0,1,15,15,10,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","-25 < bio12 < 25","Positive effect (g > 0.2)"
"R839","268","X1090","Temperature","Human disease incidence","Incidence","Log relative rate of total WNV cases","Standardized monthly mean temperature anomaly z (June) NLDAS 1981â2010","Arboviral diseases","West Nile Virus","Virus","ZVB","Vectored","Flavivirus","Mosquito","Birds","1","Other","Partial least squares (PLS) regression",387,"0","Beta coefficient","Linear",NA,0.09293,0.08207,0.10378,"Std. error",NA,NA,NA,"increase","Results","10.4269/ajtmh.14-0239","North America","United States","Northern Great Plains Minnesota;Nebraska;North Dakota;South Dakota","45.05",-98.82,"2004â2012",2014,1,NA,"Coefficients digitised from Figure 4; months are calendar months relative to annual total cases; standardized z-scores per month; centroid approximated; SE bounds from figure.","American Journal of Tropical Medicine and Hygiene",NA,"new",NA,1.70700348391187,0.134030872838277,NA,387,0.0179642748737904,1.44430297314885,1.9697039946749,-98.82,45.05,7.55000000000001,547,9.45000000000005,594.4,10.35,548.8,10.35,595.6,10.05,545,11.05,559.6,11.7500000000001,532.6,9.15000000000003,549.1,10.35,532.4,10.2500000000001,559.8,9.75000000000006,590.2,10.15,570.8,10.7500000000001,573.9,11.35,533.3,12.55,516.9,13.45,523.9,1.90000000000004,2.79999999999999,2.79999999999999,2.49999999999999,3.49999999999999,4.20000000000009,1.60000000000002,2.79999999999999,2.70000000000009,2.20000000000005,2.59999999999999,3.20000000000009,3.79999999999999,4.99999999999999,5.89999999999999,47.4,1.79999999999995,48.6,-2,12.6,-14.4,2.10000000000002,-14.6,12.8,43.2,23.8,26.9,-13.7,-30.1,-23.1,15,0,9,6,13,15,15,15,0,0,0,2,0,0,4,0,0,1,15,15,10,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","-25 < bio12 < 25","Positive effect (g > 0.2)"
"R840","268","X1091","Precipitation","Human disease incidence","Incidence","Log relative rate of total WNV cases","Standardized monthly total precipitation anomaly z (December) NLDAS 1981â2010","Arboviral diseases","West Nile Virus","Virus","ZVB","Vectored","Flavivirus","Mosquito","Birds","1","Other","Partial least squares (PLS) regression",513,"0","Beta coefficient","Linear",NA,0.08333,-0.02308,0.18974,"Std. error",NA,NA,NA,"increase","Results","10.4269/ajtmh.14-0239","North America","United States","Southcentral Arkansas;Louisiana;Mississippi;Oklahoma;Texas","33.06",-94.31,"2004â2012",2014,1,NA,"Coefficients digitised from Figure 4; months are calendar months relative to annual total cases; standardized z-scores per month; centroid approximated; SE bounds from figure.","American Journal of Tropical Medicine and Hygiene",NA,"new",NA,0.135598959292635,0.0886350556135415,NA,513,0.0078561730836156,-0.0381257497099059,0.309323668295177,-94.31,33.06,18.15,1311.9,19.55,1369.6,20.55,1221.7,20.65,1308,19.7500000000001,1447,20.65,1425.3,21.15,1515.2,19.55,1314.5,20.65,1236,20.35,1275.2,20.45,1350.3,20.7500000000001,1353.8,21.05,1369,20.55,1385.3,21.7500000000001,1337.7,22.35,1353.9,1.4,2.4,2.5,1.6000000000001,2.5,3,1.4,2.5,2.2,2.3,2.6000000000001,2.9,2.4,3.6000000000001,4.2,57.6999999999998,-90.2,-3.90000000000009,135.1,113.4,203.3,2.59999999999991,-75.9000000000001,-36.7,38.3999999999999,41.8999999999999,57.0999999999999,73.3999999999999,25.8,42,15,0,11,4,12,13,15,15,0,0,2,3,3,6,10,0,2,3,7,12,2,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","bio12 > 25","No effect"
"R841","268","X1092","Precipitation","Human disease incidence","Incidence","Log relative rate of total WNV cases","Standardized monthly total precipitation anomaly z (June) NLDAS 1981â2010","Arboviral diseases","West Nile Virus","Virus","ZVB","Vectored","Flavivirus","Mosquito","Birds","1","Other","Partial least squares (PLS) regression",513,"0","Beta coefficient","Linear",NA,-0.07179,-0.11026,-0.03077,"Std. error",NA,NA,NA,"decrease","Results","10.4269/ajtmh.14-0239","North America","United States","Southcentral Arkansas;Louisiana;Mississippi;Oklahoma;Texas","33.06",-94.31,"2004â2012",2014,1,NA,"Coefficients digitised from Figure 4; months are calendar months relative to annual total cases; standardized z-scores per month; centroid approximated; SE bounds from figure.","American Journal of Tropical Medicine and Hygiene",NA,"new",NA,-0.312765520265937,0.0895093758431115,NA,513,0.0080119283638234,-0.488203896918436,-0.137327143613439,-94.31,33.06,18.15,1311.9,19.55,1369.6,20.55,1221.7,20.65,1308,19.7500000000001,1447,20.65,1425.3,21.15,1515.2,19.55,1314.5,20.65,1236,20.35,1275.2,20.45,1350.3,20.7500000000001,1353.8,21.05,1369,20.55,1385.3,21.7500000000001,1337.7,22.35,1353.9,1.4,2.4,2.5,1.6000000000001,2.5,3,1.4,2.5,2.2,2.3,2.6000000000001,2.9,2.4,3.6000000000001,4.2,57.6999999999998,-90.2,-3.90000000000009,135.1,113.4,203.3,2.59999999999991,-75.9000000000001,-36.7,38.3999999999999,41.8999999999999,57.0999999999999,73.3999999999999,25.8,42,15,0,11,4,12,13,15,15,0,0,2,3,3,6,10,0,2,3,7,12,2,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","bio12 > 25","Negative effect (g < -0.2)"
"R842","268","X1093","Precipitation","Human disease incidence","Incidence","Log relative rate of total WNV cases","Standardized monthly total precipitation anomaly z (July) NLDAS 1981â2010","Arboviral diseases","West Nile Virus","Virus","ZVB","Vectored","Flavivirus","Mosquito","Birds","1","Other","Partial least squares (PLS) regression",513,"0","Beta coefficient","Linear",NA,0.07308,0.03205,0.1141,"Std. error",NA,NA,NA,"increase","Results","10.4269/ajtmh.14-0239","North America","United States","Southcentral Arkansas;Louisiana;Mississippi;Oklahoma;Texas","33.06",-94.31,"2004â2012",2014,1,NA,"Coefficients digitised from Figure 4; months are calendar months relative to annual total cases; standardized z-scores per month; centroid approximated; SE bounds from figure.","American Journal of Tropical Medicine and Hygiene",NA,"new",NA,0.308451841014396,0.089480020040711,NA,513,0.00800667398648604,0.133071001734603,0.48383268029419,-94.31,33.06,18.15,1311.9,19.55,1369.6,20.55,1221.7,20.65,1308,19.7500000000001,1447,20.65,1425.3,21.15,1515.2,19.55,1314.5,20.65,1236,20.35,1275.2,20.45,1350.3,20.7500000000001,1353.8,21.05,1369,20.55,1385.3,21.7500000000001,1337.7,22.35,1353.9,1.4,2.4,2.5,1.6000000000001,2.5,3,1.4,2.5,2.2,2.3,2.6000000000001,2.9,2.4,3.6000000000001,4.2,57.6999999999998,-90.2,-3.90000000000009,135.1,113.4,203.3,2.59999999999991,-75.9000000000001,-36.7,38.3999999999999,41.8999999999999,57.0999999999999,73.3999999999999,25.8,42,15,0,11,4,12,13,15,15,0,0,2,3,3,6,10,0,2,3,7,12,2,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","bio12 > 25","Positive effect (g > 0.2)"
